accountId,type,name,address,email,phone,website,lat,lng
"fe999006-6038-e811-80fc-0050569a458f","findacpa","JW Accounting & Taxation Services","U 19  117 Boyce Rd, MAROUBRA NSW 2035, AUS","JEFFREYWEICPA@OUTLOOK.COM","0403589709",,"-33.9403","151.23982"
"fccfbb11-657a-e811-80ff-0050569a458f","findacpa","M.Kay & Associates","242 Boyce Rd, MAROUBRA NSW 2035, AUS","melanie.kay@mkayassociates.com.au","+61481146154","http://www.mkayassociates.com.au","-33.94124","151.24923"
"09cfec95-a51b-ee11-8142-0050569a1c9a","findacpa","HL&C Partners","276 Beauchamp Rd, MATRAVILLE NSW 2036, AUS","nicholashounglee@hlandcpartners.com.au","+61466183728","https://hlandcpartners.com.au/","-33.95446","151.23553"
"acaf5a1b-f3ec-e211-9d4a-0050569a6f1b","findacpa","Certus Accountants","PO Box 792, COOGEE NSW 2034, AUS","jenny@certusaccountants.com.au","+61280693157","http://www.certusaccountants.com.au","-33.91977","151.25464"
"71fd5990-60ab-e411-bb03-0050569a6f1c","findacpa","PCA Accountants","Shop 8, 155 Avoca St, RANDWICK NSW 2031, AUS","liliana@pcaaccountants.com.au","+61414981828",,"-33.9138","151.24222"
"15ddcb5a-9351-eb11-8fed-0003ff6fdcd0","findacpa","Wiseacc Group","Level 2 Suite 2.01A, 1753 Botany Rd, BANKSMEADOW NSW 2019, AUS","gim@wiseacc.com.au","+61430314647","http://www.wiseacc.com.au","-33.95977","151.21142"
"934ca368-415f-e911-8107-0050569a1c9a","findacpa","Bozdag & Associates","30 Picton St, MASCOT NSW 2020, AUS","gulsumbozdag@yahoo.com.au","+61415921972",,"-33.93263","151.20359"
"629736f7-2188-e011-87e1-005056b30007","findacpa","Ataxa","1c Dougherty St, ROSEBERY NSW 2018, AUS","gary@ataxa.net.au","+61296695907",,"-33.92304","151.20477"
"0cb8ea72-1588-e011-87e1-005056b30007","findacpa","Varvaressos & Co","106 Bronte Rd, BONDI JUNCTION NSW 2022, AUS","harry@varvar.com.au","+61293880777","http://www.varvar.com.au/","-33.89527","151.25092"
"a03b7bcc-26cc-e411-a861-0050569a6f1c","findacpa","Live CFO","17 Blandford Ave, BRONTE NSW 2024, AUS","melanie@livecfo.com.au","+61400322820","http://www.livecfo.com.au","-33.89856","151.25973"
"f2a7f5c4-8fb4-e311-b1b2-0050569a6f1c","findacpa","J&M Accountants Pty Ltd","U 14  11 Grandstand Pde, ZETLAND NSW 2017, AUS","info@jmaccountants.net.au","+61280686070","http://www.jmaccountants.net.au","-33.90576","151.20965"
"9e0910a2-19c0-e611-b0dd-0050569a097c","findacpa","Hot Toast","L 1  9-13 Bronte Rd, BONDI JUNCTION NSW 2022, AUS","sarah@hottoast.com.au","0426217167","http://hottoast.com.au/","-33.89301","151.24927"
"539c93cc-8d71-e711-80ee-0050569a1c9a","findacpa","Tax Focus","PO Box 80, BONDI JUNCTION NSW 1355, AUS","marcel@taxfocus.com.au","+61294167600","https://taxfocus.com.au/","-33.89305","151.25077"
"ac3afb2d-1a88-e011-87e1-005056b30007","findacpa","Peter Sheldon","PO Box 1693, BONDI JUNCTION NSW 1355, AUS","peter@petersheldon.com.au","61293899555","http://","-33.89305","151.25077"
"b9e4b463-1770-ec11-b820-0003ff6fe48e","findacpa","Hy Advisory","U 205b  414 Gardeners Rd, ROSEBERY NSW 2018, AUS","vicky@hyadvisory.com","+61479023637",,"-33.92149","151.19911"
